,text,vector,sentiment
546,"['one', 'time', 'i', 'work', 'rework', 'building', 'old', 'shit', 'i', 'guess', 'rework', 'fit', 'x', 'number', 'tenant', 'normal', 'floor', 'so', 'make', 'elevator', 'work', 'lot', 'harder', 'one', 'day', 'elevator', 'go', 'free', 'fall', '4', 'floor']","[-1.1360349208116531, -237.06063690781593, -219.9090536236763, -37.88628778606653]",1
547,"['happy', 'see', 'back', 'make', 'anchor', 'ship', 'thats', 'already', 'sunk', 'stay', 'active', 'predictive', 'reclaim', 'sustain', 'well-deserved', 'audience', 'rework', 'dead', 'horse', 'nobody', 'need', 'understand', 'expensive', 'pencil']","[-16.099507154896855, -255.81043188273907, -216.28133249282837, -13.70132226869464]",2
548,"['body', 'transformation', 'lunch', 'learn', 'talk']","[-2.719270644709468, -54.90147691965103, -46.258879125118256, -1.6484885960817337]",2
549,"['wig', 'igg', 'rework', 'office', 'odyssey']","[-0.9515216927975416, -38.323976904153824, -39.24038743972778, -8.467378184199333]",2
550,"['rework', 'ceo', 'adam', 'neumann', 'may', 'ask', 'step', 'company', 'delay', 'po', 'here', '9', 'founder', 'push', 'company', 'start']","[-5.068267190828919, -137.87039168179035, -120.31536281108856, -14.107959005981684]",2
551,"['will', 'watch', 'one', 'closely', 'rework', 'lot', 'interest', 'potential', 'revenue', 'channel', 'rework', 'goes', 'from', 'hot', 'not', 'dream', 'value', 'plunges', '45', 'billion']","[-4.693184358999133, -178.0184103101492, -163.37943994998932, -15.596307296305895]",3
552,"['rework', 'feel', 'like', 'first', 'wave', 'doctor', 'company', 'asked', 'grow', 'way', 'fast', 'audience', 'fully', 'arrive', 'could', 'support', 'growth', 'despite', 'sound', 'concept', 'company', 'eventually', 'take', 'stink', 'wear', 'share', 'office', 'space']","[-15.38224071636796, -263.4178031384945, -235.96702444553375, -28.89846122637391]",1
553,"['reworks', 'valuation', 'could', 'reportedly', 'slip', '8', 'billion', 'part', ""softbank's"", 'propose', 'bail-out', 'embattle', 'company', 'via']","[-0.18332210555672646, -147.46949733793736, -127.49037992954254, -4.693847965449095]",1
554,"['now', 'rework', 'hand', 'japanese', 'i', 'wait', 'use', 'bidet', 'big', 'meeting']","[-6.241797689348459, -80.27207687497139, -75.63535940647125, -6.303057294338942]",2
555,"['yearbook', 'how', 'adam', 'neumann', 'is', 'winning', 'amid', 'rework', 'crisis', 'unknown', 'author', 'via']","[-8.372662607580423, -110.56494018435478, -99.80271571874619, -8.846036899834871]",2
556,"['principal', 'creator', 'fund', 'new', 'york', 'new', 'york', 'united', 'states', 'america', 'rework', 'principal']","[-11.61725353077054, -112.41553670167923, -105.22736710309982, -15.486731093376875]",2
557,"['schumpeter', 'rework', 'show', 'venture', 'capitalist', 'world', 'make-believe', 'via']","[-7.664030311629176, -83.43292610347271, -80.19370245933533, -10.303955417126417]",1
558,"['rework', 'bos', 'walk', 'away', '1', 'ibn', 'postbank', 'rescue', 'deal']","[-0.935541307553649, -60.8578659594059, -66.30930581688881, -10.170009978115559]",2
559,"['rework', 'parent', 'say', 'po', 'still', 'despite', 'setback']","[-3.6726410891860723, -59.33076690137386, -56.94450926780701, -8.891874387860298]",2
560,"['rework', 'cash', 'clock', 'is', 'running', 'down', 'quickly']","[-3.4054800625890493, -57.2221822142601, -55.996874928474426, -6.572768673300743]",1
561,"['i', 'think', 'simple', 'the', 'bank', 'lends', 'mortgage', 'buy', 'property', 'inflate', 'value', 'the', 'new', 'property', 'millionaire', 'invests', 'postbank', 'vision', 'fund', 'invests', 'rework', 'there', 'innumerable', 'path', 'money', 'take']","[-9.751575332134962, -257.41414055228233, -221.4546301960945, -11.419258739799261]",2
562,"['nope', 'he', 'reference', 'nov', 'email', 'i', 'miss', 'clearly', 'miscommunication', 'put', 'thing', 'move', 'we', 'say', 'april', 'show', 'day', 'they', 'scramble', 'sure', 'wed', 'say', 'may', 'st']","[-7.1362436674535275, -209.94473035633564, -178.87463986873627, -5.5957753993570805]",2
563,"['incredibly', 'stable', 'company', 'rework', 'appears', 'to', 'be', 'investing', 'in', 'incredibly', 'stable', 'industry', 'sport']","[-6.912254320457578, -135.27255326509476, -117.58263671398163, 1.3447351977229118]",2
564,"['rework', 'parent', 'pull', 'po', 'follow', 'pushback', 'source']","[-3.3936627805233, -56.69916312396526, -58.45727056264877, -12.897802643477917]",2
565,"['postbank', 'seeking', 'take', 'control', 'rework', 'through', 'financing', 'package']","[-6.161797881126404, -85.0970242023468, -77.51155579090118, -12.80609581246972]",2
566,"['rework', 'could', 'run', 'cash', 'next', 'month', 'via']","[-3.6892819982022047, -55.368354707956314, -51.64935451745987, -6.82184062153101]",1
567,"['arnie', 'minton', 'rework', 'number', 'man']","[-5.670237869024277, -44.5872118473053, -42.348110258579254, -4.6961159110069275]",2
568,"['some', 'rework', 'board', 'members', 'plan', 'push', 'out', 'ceo', 'adam', 'neumann', 'after', 'po', 'delay']","[-5.774285228922963, -111.77644518017769, -98.24409919977188, -12.096692882478237]",1
569,"['sunk', 'cost', 'bias', 'screaming', 'deal', 'postbank', 'take', '80', 'ownership', 'rework', 'announces', '5', 'billion', 'new', 'financing', 'package']","[-3.356343438848853, -148.81077653169632, -137.3149609565735, -3.308737862855196]",2
570,"['the', 'fall', 'rework', 'startup', 'darling', 'come', 'unglued', 'the', 'wall', 'street', 'journal']","[-5.192890081554651, -99.92932495474815, -90.60591578483582, -9.622608698904514]",1
571,"['yearbook', 'rework', 'founder', 'allegedly', 'called', 'maternity', 'leave', 'vacation', 'unknown', 'author', 'via']","[-5.82727106846869, -122.7893850505352, -104.36621075868607, -11.919797152280807]",1
572,"['sent', 'late', 'innovation', 'wrap', 'this', 'one', 'focus', 'lot', 'climate', 'change', 'electric', 'vehicle', 'solar', 'also', 'touch', 'rework', 'quantum', 'supremacy']","[-11.09741099178791, -184.50500020384789, -154.12958586215973, -7.846523012965918]",2
573,"['this', 'umbrella', 'cost', '20', 'billion', 'cause', 'po', 'delay']","[6.811842093244195, -67.58890400826931, -59.250513672828674, 3.7771785967051983]",2
574,"['rework', 'late', 'problem', 'postbank', 'in', 'apr2019', 'wildcard', 'announce', '1', 'billion', 'partnership', 'postbank', 'in', 'aug2019', 'warn', 'client', 'confirm', 'undisclosed', 'sec', 'investigation', 'wildcard', 'does', 'postbank', 'even', 'know', 'way']","[8.714923119172454, -244.10403698682785, -234.49267587065697, 3.6658769138157368]",2
575,"['kantoorverhuurder', 'rework', 'smelt', 'beursgang', 'via']","[-5.143277732655406, -55.53216151893139, -53.75782889127731, -11.978045709431171]",2
576,"['rework', 'adam', 'neumann', 'loan', 'money', 'faraday', 'grid', 'ceo', 'fire']","[-5.161288807168603, -83.7775904238224, -71.25345468521118, -8.806440837681293]",2
577,"['rework', 'goes', 'from', 'hot', 'not', 'dream', 'value', 'plunges', '45', 'billion']","[2.790718348696828, -79.43706315755844, -74.34257644414902, -7.6522763557732105]",1
578,"['rework', 'expose', 'astronomical', 'amount', 'data', 'poorly', 'protect', 'wife', 'network']","[-8.244275381788611, -88.73903580009937, -84.42284601926804, -19.302966333925724]",1
579,"['2019', 'see', 'vision', 'fund', 'fortune', 'turn', 'sour', 'major', 'investment', 'tech', 'company', 'like', 'slack', 'fell', 'underwater', 'follow', 'lacklustre', 'ipos', 'worse', 'still', 'rework', 'vision', 'fund', 'big', 'investment', 'implore', 'way', 'go', 'public', 'we', 'user']","[0.8619152810424566, -275.3152285069227, -252.98992642760277, -11.782973051071167]",1
580,"['i', 'think', 'rework', 'may', 'best', 'counter-argument', 'history', 'idea', 'worthless', 'execution', 'everything', 'rework', 'execute', 'pretty', 'well', 'vision', 'strategy', 'execute', 'really', 'dumb']","[-13.347645442932844, -206.68066024780273, -185.17494541406631, -22.04316793754697]",1
581,"['from', 'office', 'camera', 'lent', 'rework']","[-4.362264432013035, -41.55374684929848, -41.51113873720169, -9.683243453502655]",2
582,"['charisma', 'aristotle', 'rework', 'via']","[-3.7797162905335426, -40.31067153811455, -37.92165660858154, -6.832979928702116]",2
583,"['there', 'high', 'growth', 'culture', 'building', 'startup', 'ceos', 'post', 'po', 'ceos', 'we', 'saw', 'user', 'see', 'rework']","[-9.17930950038135, -117.12088358402252, -115.21115905046463, -21.754055954515934]",2
584,"['postbank', 'broke', 'almost', 'every', 'rule', 'invest', 'create', 'big', 'fund', 'ever', 'roughly', '40', 'vision', 'fund', 'cap', 'form', 'prefer', 'stock', 'promise', 'return', '7', 'pa', 'like', 'debt', 'delay', 'rework', 'po', 'sell-off', 'holding', 'show', 'cost', 'leverage']","[2.8745079431682825, -267.5009636580944, -246.54499977827072, -26.8964228220284]",2
585,"['this', 'good', 'point', 'the', 'late', 'event', 'rework', 'reflect', 'postbank', 'bod', 'much', 'reflect', 'adam', 'neumann']","[-7.73033388145268, -128.41835905611515, -112.93671989440918, -10.029449086636305]",2
586,"['rework', 'innov8', 'bundle', 'workspace', 'company', 'the', 'next', 'wave', 'start-ups', 'space', 'likely', 'unbundled', 'different', 'type', 'workspace', 'focus', 'collaboration', 'social', 'integrate', 'office', 'workspace', 'model', 'thoughts']","[-14.880218548700213, -248.6755512356758, -221.52359104156494, -19.51993891596794]",2
587,"['in', 'new', 'headache', 'rework', 'says', 'it', 'found', 'cancer-causing', 'chemical', 'its', 'phone', 'booths', 'cash-strapped', 'rework', 'officesharing', 'company', 'try', 'negotiate', 'financial', 'lifeline', 'new', 'problem', 'may', 'prove', 'costly', 'from', 'report', 'it', 'close']","[-18.902282627299428, -300.94261987507343, -259.38421350717545, -16.355617314577103]",1
588,"['thanks', 'update', 'i', 'watch', 'cnn', 'i', 'want', 'bull', 'shit', 'fox', 'mascot']","[-4.502124359831214, -87.18589317798615, -77.60058224201202, 0.5199835449457169]",1
589,"['a', 'tour', 'dock', '72', 'week', 'reworks', 'valuation', 'come', 'fire', 'business', 'insider']","[-1.2090738229453564, -90.79721137881279, -86.40569639205933, -12.808607056736946]",2
590,"['rework', 'reportedly', 'expect', 'lay', '2', '000', 'worker', 'early', 'week']","[10.364531630650163, -51.38226670026779, -69.65725034475327, -17.493901520967484]",1
591,"['rework', 'parent', 'pull', 'po', 'follow', 'pushback', 'source']","[-3.3936627805233, -56.69916312396526, -58.45727056264877, -12.897802643477917]",1
592,"['with', 'rework', 'thermos', 'line', 'charm', 'fraud', 'exist']","[-5.037645919248462, -57.30155089497566, -57.4999458193779, -9.938717745244503]",1
593,"['just', '6', 'weeks', 'ago', 'rework', 'said', 'its', 'success', 'depends', 'large', 'part', 'keeping', 'its', 'ceo', 'but', 'here', 'surprising', 'thing', 'that', 'happened', 'sunday']","[-9.02711301855743, -184.85785523056984, -164.83363968133926, -15.42310993373394]",2
594,"['top', 'story', 'reworks', 'toxicity', 'problem', 'formaldehyde', 'see']","[-2.264277670532465, -67.70785641670227, -63.76136249303818, -13.178366228938103]",1
595,"['still', 'unable', 'see', 'sense', 'rework', 'ultimately', 'collective', 'vehicle', 'wealthy', 'backdrop', 'commercial', 'real', 'estate', 'property', 'value', 'probably', 'turn', 'wildly', 'overvalue', 'lease']","[-8.140079136937857, -216.91192938387394, -187.1681215763092, -8.889496702700853]",1
596,"['then', 'practice', 'lose', 'farther', 'lose', 'faster', 'place', 'name', 'meant', 'travel', 'none', 'bring', 'disaster', ""'"", 'ex', 'ceo', 'rework']","[-9.802626362070441, -148.71541357040405, -134.25443702936172, -15.302050478756428]",2
597,"['they', 'try', 'profitable']","[-1.0511409863829613, -27.24546118080616, -25.58608704805374, -3.4744691997766495]",2
598,"['today', 'would', 'great', 'day', 'rework', 'staff', 'walk', 'demand', 'company', '1', 'reimburse', 'value', 'lose', 'stock', 'option', '2', 'terminate', 'noncompete', 'force', 'arbitration', 'agreement']","[-7.717577276751399, -205.5380288362503, -181.5409884750843, -18.836956441402435]",1
599,"['ok', 'funny', 'ultimately', 'quite', 'sad', 'rework', 'remotely', 'admits', 'lot', 'office', 'nobody', 'around', 'fix', 'problem']","[-0.5488747954368591, -136.233901694417, -114.28465980291367, -9.302417699247599]",1
600,"['september', '27', '2019152', 'rework', 'and', 'competition', 'in', 'real', 'estate', 'with', 'fishman', 'speyer', 'md', 'fund']","[15.195171577855945, -107.52964824438095, -112.27130722999573, 0.2598826102912426]",2
601,"['wendy', 'silverstein', 'head', 'rework', 'real-estate', 'fund', 'the', 'real', 'deal']","[-6.964235134422779, -86.27997913956642, -79.09017789363861, -10.664701528847218]",2
602,"['rework', 's1']","[1.094761684536934, -5.825545758008957, -14.046789854764938, -6.454352218657732]",2
603,"['as', 'usual', 'interest', 'post', 'what', 'is', 'tech', 'company', 'contextualise', 'early', 'day', 'ibm', 'till', 'rework', 'peloton', 'a', 'lot', 'highlight']","[-3.845366073772311, -168.76034516096115, -142.05778843164444, -6.290042359381914]",2
604,"['seek', 'u', 's', 'national', 'security', 'review', 'deal']","[-3.6876135002821684, -61.8483872115612, -53.50044560432434, -5.5662171095609665]",2
605,"['thank', 'goodness', 'rework', 'proceed', 'po']","[-3.729335490614176, -41.34660954773426, -42.63098645210266, -14.678725980222225]",2
606,"['people', 'important', 'thing', 'business', 'model', 'product', 'follow', 'right', 'people', 'adam', 'neumann', 'co-founder', 'rework']","[-8.09330328553915, -138.97684127092361, -120.7187420129776, -11.22704403102398]",3
607,"['landscape', 'en', 'rework', 'park', 'plaza']","[-3.697664460167289, -40.92259927093983, -41.42411541938782, -8.304971762001514]",2
608,"['my', 'big', 'qualm', 'reworks', 'prospectus', 'ceo', 'basically', 'use', 'company', 'investor', 'money', 'personally', 'enrich', 'at', 'the', 'cost', 'of', 'his', 'company', 'scott', 'take', 'ceo', 'task', 'need', 'refresh', 'gild', 'age']","[-7.403635818511248, -247.84016120433807, -211.06451958417892, -16.631842277944088]",1
609,"['rework', 'look', 'sell', 'spin', 'acquisition', 'include', 'firm', 'conductor']","[-3.7906395383179188, -83.70685632526875, -71.56490391492844, -5.479910079389811]",2
610,"['behave', 'cult', 'otherwise', 'adam', 'get']","[-3.6815085615962744, -45.52752907574177, -41.32881850004196, -3.6766006872057915]",1
611,"['wow', 'nearly', 'do', 'rework', 'founder', 'get', 'nearly', '1', '7', 'billion', 'let', 'postbank', 'take', 'company']","[0.9123286046087742, -107.81150215864182, -104.95887514948845, -12.990407090634108]",2
612,"['en', 'rework', 'de', 'la', 'opv', 'al', 'restate']","[-2.761184884235263, -46.515009731054306, -46.17074793577194, -10.78445714712143]",2
613,"['rework', 'rework', 'deal', 'postbank', 'group', 'international', 'sign', 'time', 'insane', 'show', 'founder', 'financially', 'played', 'card', 'right', 'bubble', 'play', 'also', 'may', 'need', 'change', 'name', 'live', 'hat', 'step', 'cygni']","[-9.837974360212684, -254.23189175128937, -215.74654763936996, -5.232421647757292]",1
614,"['being', 'part', 'institution', 'blind', 'imperfection', 'institution', 'cause', 'rationalize', 'shortcoming', 'happens', 'rework', 'white', 'house', 'everywhere', 'else', 'human', 'convene', 'attach', 'personal', 'value', 'affiliate', 'organization']","[-20.129603495821357, -278.2044762670994, -226.37767082452774, -5.42203264310956]",1
615,"['rework', 'bonds', 'drop', 'below', 'par', 'first', 'time', 'since', 'po', 'filing']","[-3.5614142306149006, -76.71222653985023, -75.28769892454147, -8.369457881897688]",2
616,"['i', 'love', 'kind', 'meeting', 'i', 'use', 'go', 'meeting', 'sand', 'hill', 'road', 'back', 'lots', 'creative', 'idea', 'different', 'perspective', 'twitter', 'handle', 'huge', 'issue', 'everyone', 'worse', 'part', 'people', 'go', 'creative', 'use', 'name', 'th']","[-12.069022800773382, -276.1726524680853, -233.8260596394539, -19.031354796141386]",2
617,"['i', 'start', 'wonder', 'thing', 'start', 'potemkin', 'company', 'is', 'silicon', 'valley', 'really', 'space', 'innovation', 'happen', 'the', 'rework', 'mess', 'explain', 'via']","[-7.50231291167438, -186.8118556290865, -157.4142764210701, -4.002438835799694]",1
618,"['neither', 'hunter', 'biden', 'ivana', 'trump', 'anything', 'w', 'rework', '99', 'company', 'subject', 'terrible', 'corporate', 'governance']","[-9.914579017087817, -138.47123897075653, -128.93606412410736, -9.59640933200717]",2
619,"['rework', 'definitely', 'go', 'public', 'time', 'soon', 'if', 'po', 'implode']","[-0.48356760665774345, -78.91180419921875, -68.54298639297485, -6.5356560200452805]",2
620,"['some', 'rework', 'board', 'are', 'said', 'be', 'discussing', 'replacing', 'its', 'c', 'e', 'o']","[-4.499609963968396, -95.2434495985508, -85.81430250406265, -8.797610606998205]",2
621,"['alexandria', 'ocasiocortez', 'say', 'anyone', 'invest', 'reworks', '47', 'billion', 'valuation', 'get', 'fleece', 'via']","[-0.9473179336637259, -129.22440540790558, -107.11151605844498, -2.386508721858263]",1
622,"['broadloom', 'rework', 'dow', 'futures', 'china', 'trade', 'cloudflare', '5', 'things', 'you', 'must', 'know', 'via']","[-3.0431883335113525, -112.79841016232967, -103.75183337926865, -14.281037919223309]",2
623,"['right', 'review', 'monthly', 'cost', 'reduce', 'expense', 'member', 'eventbrite', 'charge', 'fee', 'paid', 'booking', 'free', 'one', 'either', 'party', 'rework', 'probably', 'try', 'cash', '200', 'paid', 'acquire', 'some', 'interest', 'alternative', 'like', 'look']","[-3.0290576983243227, -255.53875608742237, -235.2318645119667, -25.45634302869439]",1
624,"['no', 'surprise', 'rework', 'ceo', 'adam', 'neumann', 'step', 'remains', 'non-executive', 'chairman', 'via']","[-11.165749473497272, -117.66546449065208, -98.72623717784882, -6.284008026123047]",2
625,"['masayoshi', 'son', 'unyielding', 'optimism', 'lack', 'challenger', 'lead', 'postbank', 'overvalue', 'rework', 'source', 'say']","[-3.2822977118194103, -135.44812813401222, -111.88414698839188, -6.971680831164122]",2
626,"['what', 'typical', 'recourse', 'surely', 'non-recourse', 'least', 'collateral', 'share', 'put', 'like', 'rework']","[-8.708655923604965, -111.82718653976917, -102.1054847240448, -18.35838981717825]",2
627,"[""three's"", 'lot', 'learn', 'po', 'fiasco', 'wow']","[-2.046803630888462, -43.04946069419384, -44.715063631534576, -8.305381368845701]",2
628,"['pull', 'thousand', 'phone', 'booth', 'service', 'formaldehyde', 'scare', 'via']","[-2.792622247710824, -85.08392162621021, -70.87259376049042, -5.542299713939428]",1
629,[],"[-0.24414794892072678, -0.7523792237043381, -1.8131031394004822, -1.7852350026369095]",2
630,"['rework', 'po', 'clusterfck', 'a', 'verbal', 'homicide', 'article']","[-4.627973867580295, -63.89708648622036, -60.67486810684204, -9.696626022458076]",1
631,"['weworkのニューマンceoが辞任', '非常勤の会長職に', 'techcrunch', 'japan']","[-0.9267954602837563, -33.3971721380949, -51.3976526260376, -9.471180897206068]",2
632,"['postbank', 'planning', 'take', 'write-down', 'least', '5', 'billion', 'reflect', 'plunge', 'value', 'holding', 'include', 'rework', 'user', 'source', 'say', 'via']","[-5.237109700217843, -166.3832302093506, -145.9053574204445, -5.338308162987232]",2
633,"['reworks', 'wife', 'is', 'woefully', 'insecure']","[-4.381521821022034, -41.41834142804146, -44.3657540678978, -9.010496884584427]",1
634,"['under', 'pressure', 'leave', 'board', 'member', 'investor', 'recent', 'day', 'mr', 'neumann', 'become', 'non-executive', 'chairman', 'we', 'company', 'rework', 'name', 'two', 'current', 'executive', 'sebastian', 'cunningham', 'arnie', 'minton', 'interim', 'chief', 'executive']","[-30.028095887973905, -300.25950077176094, -253.49893808364868, -8.053167812526226]",2
635,"['lending', 'rework', 'potentially', 'dicey', 'one', 'junk-bond', 'investor', 'diamond', 'hill', 'capital', 'management', 'john', 'mcclair', 'say', 'anybody', 'brave', 'enough', 'would', 'take', 'substantial', 'career', 'risk', 'とまで言われているけどsbgは全損を避けたくて追加投資せざるを得ないんやで']","[6.207197880372405, -248.62920002173632, -238.1554302573204, -4.4188670841977]",1
636,"['new', 'post', 'rework', 'founder', 'get', 'nearly', '1', '7', 'billion', 'let', 'postbank', 'take', 'company']","[0.7698246855288744, -101.84428286552429, -98.00821378827095, -10.573248848319054]",2
637,"['even', 'oust', 'adam', 'neumann', 'ceo', 'rework', 'could', 'still', 'go', 'public', 'year', 'price', 'po', 'low', 'enough']","[-5.042558830231428, -127.60003244876862, -110.99145990610123, -11.41790895909071]",2
638,"['rework', '10', 'community', 'adjust', 'valuation']","[4.222793901339173, -48.4740746319294, -45.224556773900986, -0.6669137924909592]",2
639,"['the', 'rework', 'set', 'show', 'how', 'work', 'giant', 'go', '47', 'billion', 'valuation', 'talk', 'bankruptcy', '6', 'week', 'via']","[1.2577568739652634, -114.775819927454, -117.47734665870667, -16.258851643651724]",1
640,"['meet', 'frances', 'frei', 'rework', 'first', 'female', 'board', 'member']","[-6.323984814807773, -68.71896734833717, -67.52600610256195, -10.976737041026354]",2
641,"['rework', 'collapse', 'businessschool', 'study', 'excess', 'private', 'capital', 'unregulated', 'market', 'fetishist', 'wealth-creating', 'genius', 'lone', 'pioneer']","[-12.347181025892496, -177.91087655723095, -149.3035061955452, -7.957686368376017]",1
642,"['here', 'come', 'pain', 'major', 'cut', 'come', 'surprise', 'divesting', 'non-core', 'biz', 'like', 'regrow', 'child', 'care', 'there', 'slot', 'pain', 'path', 'profitability', 'even', 'achievable', 'imo', '2025', 'major', 'risk', 'worth', 'pain']","[0.3289082832634449, -241.77327363193035, -217.79836148023605, -12.853926800191402]",1
643,"['rework', 'agree', ""softbank's"", 'bail-out', 'value', 'company', '7', '5', 'billion', '8', 'billion', 'accord', 'nbc']","[4.33577243424952, -113.51215527951717, -103.69608354568481, 0.8109864369034767]",2
644,"['interesting', 'take', 'rework', 'having', 'work', 'multiple', 'different', 'client', 'rework', 'office', 'i', 'always', 'felt', 'bit', 'uneasy', 'whole', 'thing']","[-8.957845767959952, -158.04617841541767, -146.09767705202103, -13.911603517830372]",1
645,"['with', 'news', 'rework', 'might', 'make', 'november', 'i', 'go', 'talk', 'company', 'impend', 'demise', '1999', 'vibe', 'pulse', 'tech']","[3.823140013962984, -123.42430943250656, -121.57644549012184, -6.567956794053316]",1
646,"['oh', 'rework', 'ceo', 'step']","[-2.7477317228913307, -23.609710961580276, -27.765070915222168, -11.790263187140226]",2
647,"['why', 'harness', 'wealth', 'founder', 'say', 'reworks', 'po', 'valuation', 'slash', 'via']","[-3.897529913112521, -87.87922915816307, -81.3487178683281, -9.540876563638449]",1
648,"['by', 'acquire', 'language', 'uplift', 'spirituality', 'american', 'capitalism', 'reform', 'it', 'claimed', 'another', 'commodity', 'possess', 'market', 'sell', 'adam', 'neumann', 'exit', 'rework']","[-9.624323705211282, -219.55673645436764, -175.33193308115005, -0.5448313280940056]",2
649,"['given', 'rework', 'probably']","[-1.4666166007518768, -23.84885373711586, -27.568212628364563, -5.2145881205797195]",2
650,"['how', 'postbank', 'make', 'rework', 'offer', 'accept', 'economic', 'times']","[-6.8956257328391075, -70.66351947188377, -69.18604010343552, -14.564064178615808]",2
651,"['we', 'rework', 'has', 'killed', 'what', 'used', 'to', 'the', 'best', 'free', 'lunch', 'on', 'wall', 'street', 'continue', 'reading']","[-9.026245782151818, -125.98296575248241, -119.96331143379211, -16.471735816448927]",1
652,"['is', 'distinction', 'rework', 'ponti', 'scheme']","[-4.9630502965301275, -50.14066967368126, -45.29740089178085, -4.314463317394257]",1
653,"['the', 'purge', 'continue', 'rework', 'head', 'real', 'estate', 'leave', 'today', 'roster', 'rework', 'departure', 'include', 'grant', 'gjonbalaj', 'company', 'head', 'real', 'estate', 'development', 'gjonbalaj', 'oversaw', 'real', 'estate', 'operation', 'include', 'design', 'construction', 'prove']","[-22.560373313724995, -314.8061757236719, -268.82925248146057, -31.010782040655613]",2
654,"['rework', 'still', 'around', 'long', 'force', 'drop']","[-2.305396009236574, -48.34092363715172, -47.582985639572144, -11.011434402316809]",2
655,"['great', 'see', 'ceo', 'demo', 'day', 'she', 'tenavox', 'kill', 'since', 'i', 'met', 'veterans', 'residence', 'if', 'look', 'lease', 'office', 'space', 'make', 'simple', 'use']","[-5.064397403970361, -186.43142187595367, -154.69418835639954, -14.779919974505901]",2
656,"['in', 'new', 'headache', 'rework', 'say', 'found', 'chemical', 'phone', 'boothshttps', 'rest', 'r', '2b9bqmn']","[-2.6582562811672688, -101.24495840072632, -98.83981502056122, -6.822312276810408]",1
657,"['rework', 'planning', 'lay', 'thousand', 'people', '25', 'employee', 'new', 'ceos', 'focus', 'core', 'business', 'rework', 'planning', 'lay', '10', '25', 'workforce', 'sour']","[7.5886634308844805, -153.54725363850594, -152.64384564757347, -16.239239037036896]",1
658,"['user', 'left', 'slack', 'imagine', 'public', 'valuation', 'profitable', 'private', 'company', 'come', 'market']","[-4.740586616098881, -123.30313642323017, -99.78781580924988, -0.13906180113554]",2
659,"['spotted', 'london']","[-1.445813488215208, -21.59830592572689, -18.65300279855728, -2.464916665107012]",2
660,"['rework', 'staff', 'face', 'job', 'cut', 'express', 'outrage', 'founder', 'payout', 'via']","[-4.831367423757911, -89.14072978496552, -80.2882382273674, -13.879884634166956]",1
661,"['does', 'vegas', 'rework']","[-1.9156445991247892, -21.010259717702866, -23.98206216096878, -8.73499122262001]",2
662,"['insightful', 'infographic', 'courtesy', 'news', 'coverage', 'sentiment', 'last', 'year']","[-7.13018848747015, -97.39515022933483, -80.74153125286102, -1.1699873618781567]",2
663,"['we', 'call', 'time', 'pause', 'think', ""don't"", 'jump', 'fad', 'show', 'money']","[-1.155205111950636, -78.59824946522713, -71.21145272254944, -4.064122017472982]",1
664,"['businesses', 'need', 'place', 'locate', 'what', 'happens', 'business', 'use', 'service', 'rework', 'declares', 'bankruptcy']","[-12.093328390270472, -126.21947602927685, -113.91204273700714, -7.914647813886404]",1
665,"['sayonara', 'sucker']","[-2.6515408754348755, -22.555851072072983, -19.991378724575043, -5.057571839541197]",1
666,"['rework', 'shelves', 'po', 'now', 'under', 'new', 'leadership']","[-5.807949680835009, -53.482533782720566, -57.77966791391373, -12.942372247576714]",2
667,"['daily', 'crunch', 'rework', 'ceo', 'face', 'investor', 'pressure']","[-6.991428313776851, -64.98488989472389, -61.42275142669678, -11.701710410416126]",1
668,"['still', 'terrible', 'move', 'affect', 'meet', 'arendt', 'wordless', 'foundation', 'umbrella', 'this', 'definitely', 'death', 'knell', 'meet', 'gotten', 'bad', 'since', 'rework', 'bought', 'an', 'alternative', 'definitely', 'need']","[-11.824225760996342, -246.0324718505144, -205.9663166999817, -5.2774865329265594]",1
669,"['whaaaat', 'rework', 'play', 'music']","[-3.8325384706258774, -34.83481267094612, -34.60881286859512, -5.961521942168474]",1
670,"['rework', 'q3', '2019', 'financial', 'results', 'conference', 'call']","[7.198691122233868, -57.73868879675865, -61.8305849134922, 0.9077145755290985]",2
671,"['rework', 'see', 'startup', 'lesson', 'silicon', 'valley']","[-2.587246388196945, -57.581616550683975, -52.18515056371689, -6.0918690003454685]",1
672,"['why', 'really', 'dead']","[-0.7148399762809277, -22.238505586981773, -22.064955830574036, -3.1047583296895027]",1
673,"['we', 'know', 'rework', 'mess', 'fact', 'scoop', 'stagger', 'last', 'year', 'report', 'loss', '1', 'ibn', 'sale', '1', 'ibn', 'whatever', 'money', 'postbank', 'pile', 'safeguard', 'investment', 'date', 'cc']","[-4.731396738439798, -194.53987219929695, -183.43167406320572, -15.336459916085005]",1
674,"['postbank', 'add', 'financial', 'burden', '10', 'billion', 'rework', 'deal']","[4.061341181397438, -71.49326501786709, -67.38389584422112, 1.736687209457159]",2
675,"['i', 'always', 'thought', 'something', 'shady', 'rework', 'lol', 'i', 'logical', 'explanation', 'the', 'concept', 'company', 'scream', 'scam', 'lol']","[-3.7808701898902655, -157.5336408317089, -131.419000685215, -4.2222031988203526]",1
676,"['scarlet', 'rework', 'considers', 'po', 'valuation', 'low', '10', 'bi']","[3.1675700936466455, -61.16752088069916, -63.173127204179764, -5.73030124977231]",1
